symbol,rebalance_date,weight
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
BAC,2010-04-30,0.020711156163576147
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-04-30,0.019094892155448538
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAPL,2010-05-31,0.02
AAP,2010-05-31,0.02
AAP,2010-05-31,0.02
AAP,2010-05-31,0.02
AAP,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
ABC,2010-05-31,0.02
ABC,2010-05-31,0.02
ABC,2010-05-31,0.02
ABC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
BAC,2010-05-31,0.02
AZO,2010-05-31,0.02
AZO,2010-05-31,0.02
AZO,2010-05-31,0.02
AZO,2010-05-31,0.02
ABC,2010-05-31,0.02
ABC,2010-05-31,0.02
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
AAL,2010-06-30,0.020310828426811433
AAL,2010-06-30,0.020310828426811433
AAL,2010-06-30,0.020310828426811433
AAL,2010-06-30,0.020310828426811433
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
AAPL,2010-06-30,0.019944940703629625
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
BAC,2010-06-30,0.020016574810618044
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
C,2010-07-31,0.02
C,2010-07-31,0.02
C,2010-07-31,0.02
C,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
BLL,2010-07-31,0.02
BLL,2010-07-31,0.02
BLL,2010-07-31,0.02
BLL,2010-07-31,0.02
BMY,2010-07-31,0.02
BMY,2010-07-31,0.02
BMY,2010-07-31,0.02
BMY,2010-07-31,0.02
BWA,2010-07-31,0.02
BWA,2010-07-31,0.02
BWA,2010-07-31,0.02
BWA,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
ETFC,2010-07-31,0.02
ETFC,2010-07-31,0.02
ETFC,2010-07-31,0.02
ETFC,2010-07-31,0.02
CHD,2010-07-31,0.02
CHD,2010-07-31,0.02
CHD,2010-07-31,0.02
CHD,2010-07-31,0.02
BIIB,2010-07-31,0.02
BIIB,2010-07-31,0.02
BIIB,2010-07-31,0.02
BIIB,2010-07-31,0.02
CAT,2010-07-31,0.02
CAT,2010-07-31,0.02
CAT,2010-07-31,0.02
CAT,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
LYB,2010-07-31,0.02
CAH,2010-07-31,0.02
CAH,2010-07-31,0.02
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
AAPL,2010-08-31,0.011799157614091036
ETFC,2010-08-31,0.022589739700813353
ETFC,2010-08-31,0.022589739700813353
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
MO,2010-09-30,0.018860170426835687
MO,2010-09-30,0.018860170426835687
MO,2010-09-30,0.018860170426835687
MO,2010-09-30,0.018860170426835687
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAPL,2010-09-30,0.02011157147683604
AAP,2010-09-30,0.019825086655935627
AAP,2010-09-30,0.019825086655935627
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
AAPL,2010-10-31,0.02
LYB,2010-10-31,0.02
LYB,2010-10-31,0.02
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-11-30,0.019999999999999997
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2010-12-31,0.02
AAPL,2011-01-31,0.019957313750064376
AAPL,2011-01-31,0.019957313750064376
AAPL,2011-01-31,0.019957313750064376
AAPL,2011-01-31,0.019957313750064376
AAPL,2011-01-31,0.019957313750064376
AAPL,2011-01-31,0.019957313750064376
AAPL,2011-01-31,0.019957313750064376
